X,Y,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL
2497642.009,2410364.904,162,T20150014043,ABS to receive accident,Finished,3/07/2015 0:00,21:15:00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,No,222039,144.9731754,-37.80775772,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2497642.009,2410364.904,2,1,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,"MELBOURNE,YARRA"
2597840.751,2505016.726,1183,T20150016018,ABS to receive accident,Finished,3/07/2015 0:00,21:30:00,Yes,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights unknown,Not known,Not at intersection,Serious injury accident,Not known,Yes,292388,146.0986586,-36.94969904,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,2597840.751,2505016.726,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MANSFIELD
2495543.049,2424127.659,134,T20150014149,ABS to receive accident,Finished,3/07/2015 0:00,23:30:00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,291771,144.9495877,-37.68372809,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2495543.049,2424127.659,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME
2511172.45,2411531.177,65835,T20150014044,ABS to receive accident,Finished,3/07/2015 0:00,23:30:00,Yes,Collision with vehicle,Friday,ACCIDENT OR BROKEN DOWN,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,100 km/hr,No,291203,145.1268568,-37.797144,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2511172.45,2411531.177,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE
2442649.122,2374699.231,1586,T20150016557,ABS to receive accident,Finished,4/07/2015 0:00,1:30:00,Yes,No collision and no object struck,Saturday,OFF CARRIAGEWAY TO RIGHT,No,Dark Street lights unknown,No,T intersection,Other injury accident,60 km/hr,Yes,251980,144.3459321,-38.12727892,Intersection,GEELONG,SOUTH WESTERN REGION,2442649.122,2374699.231,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG
2496399.887,2409263.536,80,T20150014042,ABS to receive accident,Finished,4/07/2015 0:00,2:30:00,Yes,Collision with vehicle,Saturday,U TURN,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,36867,144.959113,-37.81762742,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496399.887,2409263.536,4,1,0,0,1,3,3,1,0,2,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE
2536922.969,2475597.299,65836,T20150014051,ABS to receive accident,Finished,4/07/2015 0:00,4:30:00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,291300,145.4160778,-37.21918808,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2536922.969,2475597.299,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI"
2574560.868,2374206.15,165,T20150014080,ABS to receive accident,Finished,4/07/2015 0:00,4:40:00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60 km/hr,No,71808,145.8503832,-38.13049577,Intersection,BAW BAW,EASTERN REGION,2574560.868,2374206.15,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,TOWNS,TOWNS,BAW BAW
2496533.971,2409189.836,105,T20150014048,ABS to receive accident,Finished,4/07/2015 0:00,5:14:00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,217,144.9606392,-37.81833265,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496533.971,2409189.836,6,1,0,0,1,5,3,0,0,4,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE
2501333.264,2401791.203,117,T20150014047,ABS to receive accident,Finished,4/07/2015 0:00,6:05:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,Yes,41229,145.0151012,-37.88500672,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2501333.264,2401791.203,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA
2492474.366,2426436.185,82,T20150014068,ABS to receive accident,Finished,4/07/2015 0:00,8:00:00,No,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,Yes,259875,144.9147899,-37.66293682,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2492474.366,2426436.185,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME
2513542.641,2396651.497,145,T20150014049,ABS to receive accident,Finished,4/07/2015 0:00,9:10:00,No,Collision with vehicle,Saturday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,292634,145.1539288,-37.93130328,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2513542.641,2396651.497,5,3,0,1,2,2,2,2,0,2,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MONASH
2601933.998,2356446.858,163,T20150014055,ABS to receive accident,Finished,4/07/2015 0:00,10:20:00,No,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,292405,146.165036,-38.28783315,Non-Intersection,BAW BAW,EASTERN REGION,2601933.998,2356446.858,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BAW BAW
2169043.013,2796045.426,81,T20150014053,ABS to receive accident,Finished,4/07/2015 0:00,10:20:00,No,No collision and no object struck,Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Other injury accident,110 km/hr,No,292778,141.4085582,-34.27609703,Non-Intersection,MILDURA,WESTERN REGION,2169043.013,2796045.426,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MILDURA
2632680.56,2366268.848,120,T20150014062,ABS to receive accident,Finished,4/07/2015 0:00,10:30:00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,53384,146.5146019,-38.19548645,Intersection,LATROBE,EASTERN REGION,2632680.56,2366268.848,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE
2513935.692,2397874.327,118,T20150014052,ABS to receive accident,Finished,4/07/2015 0:00,10:33:00,No,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,Not at intersection,Other injury accident,80 km/hr,Yes,291290,145.1585027,-37.9201539,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2513935.692,2397874.327,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MONASH
2517463.808,2390048.266,102,T20150014065,ABS to receive accident,Finished,4/07/2015 0:00,10:49:00,No,Collision with vehicle,Saturday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,291212,145.198848,-37.99061533,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2517463.808,2390048.266,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG
2530581.668,2452444.48,342,T20150014757,ABS to receive accident,Finished,4/07/2015 0:00,10:50:00,No,No collision and no object struck,Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,292127,145.3455662,-37.42805765,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2530581.668,2452444.48,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI"
2525576.288,2415780.202,146,T20150014061,ABS to receive accident,Finished,4/07/2015 0:00,11:40:00,No,Collision with vehicle,Saturday,RIGHT REAR.,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,292294,145.2902765,-37.75858984,Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2525576.288,2415780.202,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,"MANNINGHAM,YARRA RANGES"
2216147.745,2810941.211,125,T20150014066,ABS to receive accident,Finished,4/07/2015 0:00,11:41:00,No,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,291329,141.9245631,-34.15688945,Non-Intersection,MILDURA,WESTERN REGION,2216147.745,2810941.211,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MILDURA
2494472.276,2408380.146,164,T20150014056,ABS to receive accident,Finished,4/07/2015 0:00,12:15:00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,281764,144.9374031,-37.82559071,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494472.276,2408380.146,9,3,0,0,3,6,3,6,0,5,4,0,0,0,0,0,0,0,0,1,No,0,4,0,4,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE
2498180.754,2402678.143,119,T20150014057,ABS to receive accident,Finished,4/07/2015 0:00,12:30:00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,68175,144.9792644,-37.87697789,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2498180.754,2402678.143,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP
2508126.719,2488400.553,106,T20150014077,ABS to receive accident,Finished,4/07/2015 0:00,12:40:00,No,Collision with vehicle,Saturday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Fatal accident,110 km/hr,No,291233,145.0914098,-37.10450552,Non-Intersection,MITCHELL,NORTHERN REGION,2508126.719,2488400.553,2,2,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,No,0,2,0,0,2,0,RURAL_VICTORIA,RURAL_VICTORIA,MITCHELL
2401387.683,2641428.816,65898,T20150015146,Non ABS accident,Finished,4/07/2015 0:00,13:30:00,No,No collision and no object struck,Saturday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,Private property,Serious injury accident,Camping grounds or off road,No,293044,143.9102133,-35.72029817,Off Road,GANNAWARRA,NORTHERN REGION,2401387.683,2641428.816,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,TOWNS,TOWNS,GANNAWARRA
2491894.305,2417781.146,7231,T20160001230,ABS to receive accident,Finished,4/07/2015 0:00,13:45:00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,70 km/hr,No,302162,144.907998,-37.74088492,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2491894.305,2417781.146,3,1,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY
2434651.382,2526554.593,1804,T20150017890,ABS to receive accident,Finished,4/07/2015 0:00,14:00:00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,35812,144.2680764,-36.75838152,Intersection,BENDIGO,NORTHERN REGION,2434651.382,2526554.593,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO
2522008.175,2387924.076,10490,T20160007193,ABS to receive accident,Finished,4/07/2015 0:00,14:15:00,Yes,Collision with vehicle,Saturday,LANE CHANGE LEFT (NOT OVERTAKING),Yes,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,301751,145.2505893,-38.0096539,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2522008.175,2387924.076,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG
2526703.31,2384369.951,65837,T20150014073,ABS to receive accident,Finished,4/07/2015 0:00,14:30:00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,43629,145.3040659,-38.04153358,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2526703.31,2384369.951,6,3,0,3,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,CASEY
2470107.79,2399686.957,147,T20150014074,ABS to receive accident,Finished,4/07/2015 0:00,14:45:00,Yes,Struck Pedestrian,Saturday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,292549,144.6601108,-37.90345968,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2470107.79,2399686.957,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM
2516865.125,2394803.391,198,T20150014346,ABS to receive accident,Finished,4/07/2015 0:00,15:15:00,No,Collision with vehicle,Saturday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,70001,145.1918818,-37.94777975,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2516865.125,2394803.391,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG
2514445.944,2402374.037,148,T20150014075,ABS to receive accident,Finished,4/07/2015 0:00,16:00:00,Yes,No collision and no object struck,Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,291593,145.164213,-37.87960655,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2514445.944,2402374.037,2,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MONASH
2519172.062,2364843.537,126,T20150014076,ABS to receive accident,Finished,4/07/2015 0:00,16:40:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,291286,145.2189664,-38.21764573,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2519172.062,2364843.537,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA
2481960.579,2414502.706,527,T20150014626,ABS to receive accident,Finished,4/07/2015 0:00,17:30:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Not at intersection,Other injury accident,80 km/hr,No,285847,144.7957502,-37.7703415,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2481960.579,2414502.706,5,1,0,0,1,4,2,2,0,3,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK
2349934.099,2458569.83,186,T20150014084,Non ABS accident,Private Property,4/07/2015 0:00,17:45:00,Yes,Vehicle overturned (no collision),Saturday,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,No,Dark No street lights,No,Unknown,Other injury accident,Camping grounds or off road,No,291713,143.3062681,-37.36185705,Off Road,PYRENEES,WESTERN REGION,2349934.098,2458569.83,3,3,0,0,3,0,2,1,0,2,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,PYRENEES
2442244.883,2366074.321,127,T20150014082,ABS to receive accident,Finished,4/07/2015 0:00,18:00:00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70 km/hr,No,1195,144.3406408,-38.20494984,Intersection,GEELONG,SOUTH WESTERN REGION,2442244.883,2366074.321,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG
2497744.503,2412009.632,382,T20150014364,ABS to receive accident,Finished,4/07/2015 0:00,18:30:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,Not at intersection,Other injury accident,60 km/hr,No,291567,144.9743891,-37.79288927,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497744.503,2412009.632,5,1,0,0,1,4,3,2,0,2,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,"MELBOURNE,YARRA"
2494078.613,2433634.692,65838,T20150014079,ABS to receive accident,Finished,4/07/2015 0:00,18:30:00,Yes,Collision with vehicle,Saturday,PULLING OUT (OVERTAKING),No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,292057,144.9329409,-37.59803704,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2494078.613,2433634.692,4,1,0,0,1,3,1,3,0,2,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,HUME
2442524.773,2375878.293,122,T20150014083,ABS to receive accident,Finished,4/07/2015 0:00,19:20:00,Yes,Collision with vehicle,Saturday,OTHER ON PATH,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,No,291243,144.3446345,-38.11665204,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442524.773,2375878.293,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG
2524377.249,2385697.948,140,T20150014289,ABS to receive accident,Finished,4/07/2015 0:00,19:30:00,Yes,Collision with vehicle,Saturday,RIGHT REAR.,No,Unk.,No,T intersection,Other injury accident,Not known,No,292537,145.2776523,-38.02964668,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2524377.249,2385697.948,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY
2517199.026,2407208.928,188,T20150014091,ABS to receive accident,Finished,4/07/2015 0:00,20:00:00,Yes,Struck Pedestrian,Saturday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,Yes,Dark Street lights on,Yes,Cross intersection,Other injury accident,70 km/hr,No,40863,145.1952553,-37.83606872,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2517199.026,2407208.928,4,2,0,0,2,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,WHITEHORSE
2520100.454,2390495.81,175,T20150014106,ABS to receive accident,Finished,4/07/2015 0:00,20:00:00,Yes,Collision with vehicle,Saturday,RIGHT REAR.,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80 km/hr,No,291743,145.2288057,-37.98653604,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2520100.454,2390495.81,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG
2495484.358,2436676.711,187,T20150014089,ABS to receive accident,Finished,4/07/2015 0:00,20:43:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,292425,144.9488883,-37.57052452,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2495484.358,2436676.711,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,1,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME
2520530.442,2429857.992,1959,T20150017410,ABS to receive accident,Finished,4/07/2015 0:00,21:20:00,Yes,No collision and no object struck,Saturday,OFF CARRIAGEWAY ON LEFT BEND,No,Dark No street lights,No,T intersection,Other injury accident,80 km/hr,Yes,252897,145.2327703,-37.63186444,Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2520530.442,2429857.992,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,NILLUMBIK
2609157.224,2367519.255,128,T20150014086,ABS to receive accident,Finished,4/07/2015 0:00,21:35:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,40 km/hr,Yes,292424,146.2460963,-38.18726502,Non-Intersection,LATROBE,EASTERN REGION,2609157.224,2367519.255,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE
2497642.009,2410364.904,435,T20150014522,ABS to receive accident,Finished,4/07/2015 0:00,21:50:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,Cross intersection,Other injury accident,Not known,No,222039,144.9733538,-37.80814556,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2497642.009,2410364.904,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,"MELBOURNE,YARRA"
2493340.961,2427791.29,110,T20150014093,ABS to receive accident,Finished,4/07/2015 0:00,22:20:00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,T intersection,Other injury accident,50 km/hr,No,292306,144.9245347,-37.65068525,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2493340.961,2427791.29,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,HUME
2362229.073,2485737.297,176,T20150014155,ABS to receive accident,Finished,4/07/2015 0:00,23:00:00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY ON RIGHT BEND,No,Dark No street lights,No,Not at intersection,Other injury accident,100 km/hr,Yes,292515,143.45146,-37.11659684,Non-Intersection,PYRENEES,WESTERN REGION,2362229.073,2485737.297,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,PYRENEES
2499035.893,2408624.718,809,T20150015441,ABS to receive accident,Finished,4/07/2015 0:00,23:00:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),Yes,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,55166,144.9890595,-37.82339942,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2499035.893,2408624.718,3,2,0,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,"MELBOURNE,YARRA"
2520781.2,2398913.95,174,T20150014090,ABS to receive accident,Finished,4/07/2015 0:00,23:27:00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Other injury accident,80 km/hr,No,41877,145.236461,-37.91067896,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2520781.2,2398913.95,5,2,0,0,2,3,3,2,0,2,2,0,0,0,1,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KNOX
