X,Y,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL
2523499.358,2388894.049,317,T20150014495,ABS to receive accident,Finished,7/07/2015 0:00,6:22:00,No,Collision with vehicle,Tuesday,CUTTING IN (OVERTAKING),No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,291602,145.2675374,-38.00092743,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2523499.358,2388894.049,2,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY
2236320.74,2807454.882,414,T20150014801,ABS to receive accident,Finished,7/07/2015 0:00,6:50:00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,No,Cross intersection,Other injury accident,60 km/hr,No,49252,142.1418554,-34.19388863,Intersection,MILDURA,WESTERN REGION,2236320.74,2807454.882,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,MILDURA
2501666.915,2409258.779,116,T20150014217,ABS to receive accident,Finished,7/07/2015 0:00,7:28:00,No,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,291335,145.0189441,-37.81769578,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2501666.915,2409258.779,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,BOROONDARA
2510848.453,2410926.895,201,T20150014386,ABS to receive accident,Finished,7/07/2015 0:00,7:45:00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,No,Not at intersection,Other injury accident,Camping grounds or off road,No,293604,145.1232551,-37.80260613,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2510848.453,2410926.895,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE
2519213.356,2389309.624,287,T20150014277,ABS to receive accident,Finished,7/07/2015 0:00,8:00:00,No,Collision with vehicle,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,291991,145.21856,-37.99719,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2519213.356,2389309.624,3,1,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,No,1,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG
2633257.058,2370945.77,168,T20150014248,ABS to receive accident,Finished,7/07/2015 0:00,8:20:00,No,Vehicle overturned (no collision),Tuesday,OFF CARRIAGEWAY ON RIGHT BEND,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,291515,146.5201693,-38.15301797,Non-Intersection,LATROBE,EASTERN REGION,2633257.058,2370945.77,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,LATROBE
2655253.584,2375388.68,7935,T20160002861,ABS to receive accident,Finished,7/07/2015 0:00,8:30:00,No,No collision and no object struck,Tuesday,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,No,Day,No,Not at intersection,Other injury accident,100 km/hr,No,299640,146.7703237,-38.10982037,Non-Intersection,WELLINGTON,EASTERN REGION,2655253.584,2375388.68,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WELLINGTON
2450519.391,2423680.846,225,T20150014236,ABS to receive accident,Finished,7/07/2015 0:00,8:40:00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50 km/hr,No,291337,144.4389771,-37.68643348,Non-Intersection,MOORABOOL,WESTERN REGION,2450519.391,2423680.846,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,1,SMALL_CITIES,SMALL_CITIES,MOORABOOL
2635998.091,2366567.521,4310,T20150021403,ABS to receive accident,Finished,7/07/2015 0:00,9:00:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Not known,Cross intersection,Other injury accident,60 km/hr,No,53331,146.5514769,-38.19547533,Intersection,LATROBE,EASTERN REGION,2635998.091,2366567.521,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE
2508805.086,2393907.236,167,T20150014225,ABS to receive accident,Finished,7/07/2015 0:00,9:15:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,42362,145.1001901,-37.95596507,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2508805.086,2393907.236,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON
2501783.832,2409808.766,1974,T20150017538,ABS to receive accident,Finished,7/07/2015 0:00,9:15:00,No,Collision with vehicle,Tuesday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,38868,145.0202629,-37.81273167,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2501783.832,2409808.766,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA
2509339.447,2400450.255,65843,T20150014227,ABS to receive accident,Finished,7/07/2015 0:00,9:40:00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,70 km/hr,No,41639,145.1061644,-37.89691517,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2509339.447,2400450.255,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH
2493519.965,2415870.515,298,T20150014251,ABS to receive accident,Finished,7/07/2015 0:00,10:25:00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,45410,144.9264026,-37.75801458,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2493519.965,2415870.515,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY
2443882.076,2372260.507,296,T20150014229,ABS to receive accident,Finished,7/07/2015 0:00,10:50:00,No,Collision with vehicle,Tuesday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,1192,144.3598098,-38.14936147,Intersection,GEELONG,SOUTH WESTERN REGION,2443882.076,2372260.507,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG
2499382.413,2411239.616,1306,T20150016166,ABS to receive accident,Finished,7/07/2015 0:00,11:00:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,80 km/hr,No,36666,144.9929987,-37.79986208,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2499382.413,2411239.616,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,YARRA
2514805.327,2415367.451,211,T20150014237,Non ABS accident,Finished,7/07/2015 0:00,12:00:00,No,Collision with a fixed object,Tuesday,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,No,Day,Yes,Private property,Other injury accident,Camping grounds or off road,No,291396,145.1679428,-37.76253058,Off Road,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2514805.327,2415367.451,2,2,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM
2500974.321,2420983.437,139,T20150014247,ABS to receive accident,Finished,7/07/2015 0:00,12:28:00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,46967,145.0110757,-37.71206914,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2500974.321,2420983.437,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN
2398675.417,2437108.603,297,T20150014243,ABS to receive accident,Finished,7/07/2015 0:00,13:25:00,No,Collision with vehicle,Tuesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,292068,143.8545215,-37.56142284,Non-Intersection,BALLARAT,WESTERN REGION,2398675.417,2437108.603,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,3,0,1,0,1,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT
2500772.252,2415189.941,208,T20150014246,ABS to receive accident,Finished,7/07/2015 0:00,13:30:00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,63810,145.0087629,-37.76425896,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2500772.252,2415189.941,3,2,0,0,2,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN
2520651.944,2562097.191,66085,T20150018032,ABS to receive accident,Finished,7/07/2015 0:00,13:45:00,No,Collision with vehicle,Tuesday,ENTERING PARKING,No,Day,No,Not at intersection,Other injury accident,40 km/hr,No,293445,145.2303592,-36.44013621,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2520651.944,2562097.191,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,TOWNS,TOWNS,SHEPPARTON
2449200.608,2528070.415,214,T20150014255,ABS to receive accident,Finished,7/07/2015 0:00,14:00:00,No,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,Camping grounds or off road,Yes,291471,144.4310968,-36.74566519,Non-Intersection,BENDIGO,NORTHERN REGION,2449200.608,2528070.415,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO
2497146.341,2409248.602,197,T20150014261,ABS to receive accident,Finished,7/07/2015 0:00,14:14:00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,291460,144.9676174,-37.81777603,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497146.341,2409248.602,3,2,0,0,2,1,1,2,0,0,0,2,0,0,1,1,0,0,0,0,No,0,1,0,0,0,1,MELB_URBAN,MELB_URBAN,MELBOURNE
2511305.297,2377087.574,226,T20150014250,ABS to receive accident,Finished,7/07/2015 0:00,14:15:00,No,Collision with vehicle,Tuesday,RIGHT REAR.,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,71532,145.1288835,-38.10746411,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2511305.297,2377087.574,3,3,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON
2500302.438,2416803.845,247,T20150014312,ABS to receive accident,Finished,7/07/2015 0:00,14:20:00,No,Collision with vehicle,Tuesday,LEAVING PARKING,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,293905,145.003449,-37.74972184,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2500302.438,2416803.845,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN
2451480.968,2421818.652,1467,T20150017194,Non ABS accident,Finished,7/07/2015 0:00,14:30:00,No,No collision and no object struck,Tuesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,Private property,Serious injury accident,Camping grounds or off road,No,293008,144.4497599,-37.70326225,Off Road,MOORABOOL,WESTERN REGION,2451480.968,2421818.652,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,MOORABOOL
2442312.484,2378642.975,209,T20150014256,ABS to receive accident,Finished,7/07/2015 0:00,14:30:00,No,No collision and no object struck,Tuesday,OFF CARRIAGEWAY TO LEFT,No,Day,No,Not at intersection,Other injury accident,Not known,Yes,291347,144.3424544,-38.09173681,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442312.484,2378642.975,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG
2496773.957,2407787.326,227,T20150014268,ABS to receive accident,Finished,7/07/2015 0:00,14:45:00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,66559,144.9633562,-37.83094553,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2496773.957,2407787.326,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP
2497901.728,2407012.51,383,T20150014393,ABS to receive accident,Finished,7/07/2015 0:00,15:00:00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,291450,144.9763485,-37.83777003,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497901.728,2407012.51,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,"MELBOURNE,PORT PHILLIP"
2495503.768,2468319.709,319,T20150014265,ABS to receive accident,Finished,7/07/2015 0:00,15:45:00,No,Collision with vehicle,Tuesday,RIGHT REAR.,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,292053,144.9492917,-37.2854931,Non-Intersection,MITCHELL,NORTHERN REGION,2495503.768,2468319.709,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,TOWNS,TOWNS,MITCHELL
2392701.872,2354837.167,318,T20150014262,ABS to receive accident,Finished,7/07/2015 0:00,15:55:00,No,Collision with a fixed object,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,291328,143.7734308,-38.30179898,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2392701.872,2354837.167,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,COLAC OTWAY
2513162.218,2412555.152,236,T20150014259,ABS to receive accident,Finished,7/07/2015 0:00,17:10:00,No,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,50 km/hr,No,296804,145.1494377,-37.78789552,Non-Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2513162.218,2412555.152,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM
2502772.83,2425560.211,237,T20150014260,ABS to receive accident,Finished,7/07/2015 0:00,17:25:00,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Other injury accident,70 km/hr,No,38258,145.0314641,-37.67080622,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2502772.83,2425560.211,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA
2492978.434,2407125.718,180,T20150014329,ABS to receive accident,Finished,7/07/2015 0:00,17:30:00,No,Collision with a fixed object,Tuesday,PARKED CAR RUN AWAY,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,50 km/hr,No,25895,144.92023,-37.83688544,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2492978.434,2407125.718,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,1,MELB_URBAN,MELB_URBAN,PORT PHILLIP
2312155.041,2570332.234,242,T20150014269,Non ABS accident,Private Property,7/07/2015 0:00,17:30:00,No,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dusk/Dawn,Yes,Unknown,Serious injury accident,Camping grounds or off road,No,291526,-1,-1,Off Road,BULOKE,NORTHERN REGION,2312155.041,2570332.234,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,BULOKE
2506380.849,2359597.012,215,T20150014263,ABS to receive accident,Finished,7/07/2015 0:00,17:45:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dusk/Dawn,Yes,T intersection,Serious injury accident,100 km/hr,No,224261,145.0728809,-38.26507209,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2506380.849,2359597.012,6,2,0,2,0,4,2,4,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA
2492274.031,2414046.785,238,T20150014266,ABS to receive accident,Finished,7/07/2015 0:00,17:59:00,No,Vehicle overturned (no collision),Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,No,291393,144.9122946,-37.77453615,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2492274.031,2414046.785,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY
2461119.26,2423724.738,964,T20150015685,ABS to receive accident,Finished,7/07/2015 0:00,18:00:00,Yes,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Unk.,No,Not at intersection,Other injury accident,60 km/hr,No,292395,144.5591732,-37.68653826,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2461119.26,2423724.738,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,MELTON
2529449.66,2380699.584,239,T20150014270,ABS to receive accident,Finished,7/07/2015 0:00,18:30:00,Yes,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,80 km/hr,No,43862,145.3355085,-38.07453448,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2529449.66,2380699.584,6,2,0,2,0,4,2,2,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY
2465461.689,2422706.165,870,T20150015772,ABS to receive accident,Finished,7/07/2015 0:00,18:40:00,Yes,No collision and no object struck,Tuesday,OFF CARRIAGEWAY TO LEFT,No,Dark No street lights,No,Not at intersection,Other injury accident,110 km/hr,Yes,292277,144.6082307,-37.69598147,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2465461.689,2422706.165,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,MELTON
2442835.613,2375220.788,475,T20150014862,ABS to receive accident,Finished,7/07/2015 0:00,19:00:00,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,291717,144.348102,-38.1225698,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442835.613,2375220.788,2,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG
2499574.362,2414455.539,629,T20150014973,ABS to receive accident,Finished,7/07/2015 0:00,21:20:00,Yes,Vehicle overturned (no collision),Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,No,291904,144.9952107,-37.77087944,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2499574.362,2414455.539,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,DAREBIN
2431785.784,2369935.15,169,T20150014272,ABS to receive accident,Finished,7/07/2015 0:00,21:45:00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,296340,144.2215991,-38.16945638,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2431785.784,2369935.15,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SURF COAST
2464178.066,2394550.81,320,T20150014274,ABS to receive accident,Finished,7/07/2015 0:00,22:43:00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,356990,144.5924362,-37.94952249,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2464178.066,2394550.81,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WYNDHAM
2499245.671,2428043.772,260,T20150014349,ABS to receive accident,Finished,8/07/2015 0:00,5:45:00,Yes,Collision with vehicle,Wednesday,U TURN,No,Dark Street lights on,Yes,Multiple intersection,Other injury accident,80 km/hr,No,225695,144.9915841,-37.64814767,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2499245.671,2428043.772,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA
2613179.558,2541606.054,244,T20150014280,ABS to receive accident,Finished,8/07/2015 0:00,6:40:00,No,Collision with a fixed object,Wednesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,292247,146.2654797,-36.6182535,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2613179.558,2541606.054,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WANGARATTA
2498600.163,2404513.127,288,T20150014284,ABS to receive accident,Finished,8/07/2015 0:00,6:55:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,80 km/hr,No,35497,144.9841403,-37.86042098,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2498600.163,2404513.127,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP
2617423.6,2570162.737,170,T20150014278,ABS to receive accident,Finished,8/07/2015 0:00,7:05:00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Other injury accident,60 km/hr,No,50993,146.3084747,-36.36038628,Intersection,WANGARATTA,NORTH EASTERN REGION,2617423.6,2570162.737,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,SMALL_CITIES,SMALL_CITIES,WANGARATTA
2513576.727,2421844.442,487,T20150014746,ABS to receive accident,Finished,8/07/2015 0:00,8:15:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Cross intersection,Other injury accident,50 km/hr,No,44849,145.1540248,-37.70409539,Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2513576.727,2421844.442,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,1,2,0,1,1,0,MELB_URBAN,MELB_URBAN,NILLUMBIK
2484574.667,2347881.536,284,T20150014419,ABS to receive accident,Finished,8/07/2015 0:00,8:39:00,No,Struck Pedestrian,Wednesday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,Not known,No,294290,144.8234851,-38.37060867,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2484574.667,2347881.536,3,1,0,1,0,2,2,1,0,0,0,1,1,1,0,0,0,1,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA
